,video_id,comment_text,likes,replies,sentiment,text
24500,hQbeB0YXLhs,You are soooo BEAUTIFUL!! And your skin is like butter!!! I'm so jealous!!❤️,0,0,1,soooo beautiful skin like butter im jealous
24506,hQbeB0YXLhs,You are BEAUTIFUL!!!,0,0,1,beautiful
24514,hQbeB0YXLhs,So beautiful! ♥️,0,0,1,beautiful
24520,hQbeB0YXLhs,OMFGGGGGG you have flawless skin!,0,0,1,omfgggggg flawless skin
24526,hQbeB0YXLhs,Girl your skin is gorgeous!!! 🍫🍫,0,0,1,girl skin gorgeous
24539,AZTGeQ5msaU,Watch Messi best 5 goals don't miss it --->https://youtu.be/hYGDpubSeoM,0,0,1,watch messi best 5 goals dont miss httpsyoutubehygdpubseom
24566,AZTGeQ5msaU,Awesome  dude,1,0,1,awesome dude
24609,g6piCiaGMZs,TBH I don't even like the logo movies but this was AWESOME,0,0,1,tbh dont even like logo movies awesome
24647,g6piCiaGMZs,please do a beyonce cake i <3 you,0,0,1,please beyonce cake 3
24657,g6piCiaGMZs,Best Lego cake I've ever seen,0,0,1,best lego cake ive ever seen
24665,g6piCiaGMZs,Talk about a challenge! You did a great job!,0,0,1,talk challenge great job
24669,g6piCiaGMZs,More lego cakes!!!!,0,0,1,lego cakes
24730,NYD9ByC0c_I,Ash Hardell made an awesome video about reclaiming LGBTQ+ slurs. You should check it out!,0,0,1,ash hardell made awesome video reclaiming lgbtq slurs check
24769,NYD9ByC0c_I,Hat on! Looks awesome 😁,0,0,1,hat looks awesome
24855,EuvVOA8uvsc,Egye ki a só a nyakát annak a 210 embernek aki dislikeolta. :D,0,0,1,egye ki nyakt annak 210 embernek aki dislikeolta
24871,EuvVOA8uvsc,"Damn dudes, awesome as always!x",0,0,1,damn dudes awesome alwaysx
24913,ei6FVbMysc4,You have done it again! I LOVE it!!!!,0,0,1,done love
24941,ei6FVbMysc4,Lol!,0,0,1,lol
24961,ei6FVbMysc4,Its a wonderful refrigerator....,0,0,1,wonderful refrigerator
24983,ei6FVbMysc4,i just want to know one thing. who drove the runaway car lol !!!,0,1,1,want know one thing drove runaway car lol
25019,WoPtuVbaSKQ,Ro is a happy cookie! 🍪,0,0,1,ro happy cookie
25039,WoPtuVbaSKQ,Ro this look so yummy and good!!!!!!!!!,0,0,1,ro look yummy good
25182,bp6uJJJMaLs,The sausagefest that is your patreon account is always the best piece of comedy in your videos,0,0,1,sausagefest patreon account always best piece comedy videos
25190,0fsKoK9yLE0,Who is here before1 million !?? :D .any hardcore david crowder fans here !!?,11,0,1,before1 million hardcore david crowder fans
25201,0fsKoK9yLE0,KB is BOSS! Crowder is great at these country/rap collars!!!,3,0,1,kb boss crowder great countryrap collars
25225,0fsKoK9yLE0,Very cool song!!!!!,0,0,1,cool song
25265,yiblDn4JGfQ,"siiiiiiiick video bro, keep up the good work!!!!!",0,0,1,siiiiiiiick video bro keep good work
25277,yiblDn4JGfQ,"Always great tips, delivered like a movie! 🎥",0,0,1,always great tips delivered like movie
25278,yiblDn4JGfQ,Thats some really good tips thank you!!,0,0,1,thats really good tips thank
25325,yiblDn4JGfQ,u're the man makes ererything become INCREDIBLE!!!,0,0,1,ure man makes ererything become incredible
25340,yiblDn4JGfQ,A great one!,0,0,1,great one
25341,yiblDn4JGfQ,Nasa headquarter part was awesome 😄😄👌🏼,0,0,1,nasa headquarter part awesome
25350,yiblDn4JGfQ,You are amazing!!!,0,0,1,amazing
25354,yiblDn4JGfQ,awesome videon man 👌👌👌,0,0,1,awesome videon man
25360,yiblDn4JGfQ,Awesome as ever Peter!,0,0,1,awesome ever peter
25365,o0hMhEsMUs0,Everything about this is perfect.,25,0,1,everything perfect
25378,o0hMhEsMUs0,This is BEAUTIFUL!!! 🔥🔥🔥🔥,6,0,1,beautiful
25385,o0hMhEsMUs0,Breath taking and beautiful!!   ❤,3,0,1,breath taking beautiful
25388,o0hMhEsMUs0,YEEEEEEEEEEEEEEEEEEEEEEEEEE YEAH this is AMAZING!!! Thank you Galen!,0,0,1,yeeeeeeeeeeeeeeeeeeeeeeeeee yeah amazing thank galen
25416,o0hMhEsMUs0,SO BEAUTIFUL!!! you are forever my idol 💘,1,0,1,beautiful forever idol
25422,o0hMhEsMUs0,best i have ever seen... Beyond words Galen.,1,0,1,best ever seen beyond words galen
25426,o0hMhEsMUs0,Seriously so beautiful! 💕💕💕 just an exquisite piece of cinema. 🙌🏾👏🏾 Galen!,2,0,1,seriously beautiful exquisite piece cinema galen
25428,o0hMhEsMUs0,incredible!! Bravo!!!,0,0,1,incredible bravo
25430,o0hMhEsMUs0,Positively breathtakingly haunting,0,0,1,positively breathtakingly haunting
25431,o0hMhEsMUs0,this was perfect!,0,0,1,perfect
25435,o0hMhEsMUs0,Just beautiful!!,0,0,1,beautiful
25437,o0hMhEsMUs0,Absolutely breathtaking,0,0,1,absolutely breathtaking
25442,o0hMhEsMUs0,INCREDIBLE!,0,0,1,incredible
25446,o0hMhEsMUs0,Galen! You amaze me again! Absolutely beautiful!,0,0,1,galen amaze absolutely beautiful
25458,o0hMhEsMUs0,"Very, very, very good!!!",1,0,1,good
25460,o0hMhEsMUs0,this is awesome,1,0,1,awesome
25461,o0hMhEsMUs0,INCREDIBLE!,1,0,1,incredible
25507,ah8SQNOXgrQ,this is gonna be the best series on youtube,0,0,1,gonna best series youtube
25536,ah8SQNOXgrQ,Typical Carol!!!!!!!!!!!!!!!!!!!!,0,0,-1,typical carol
25641,eM_FR7I2Ttw,fucking brilliant! !,1,0,1,fucking brilliant
25642,eM_FR7I2Ttw,THIS IS PERFECT IM SCREECHING,1,0,1,perfect im screeching
25643,eM_FR7I2Ttw,awesome band....and harry,1,0,1,awesome bandand harry
25735,Ez95rPffd8k,This title of this video is incredibly condescending. Way to go E!,1,0,1,title video incredibly condescending way go e
25740,Ez95rPffd8k,Stupid bitch!!,0,0,-1,stupid bitch
25937,LTnl36-0-zU,"I won't read this comment. What a Dick I am, I can't believe I just read this. I am pathetic!",0,0,-1,wont read comment dick cant believe read pathetic
26089,xKXxJcf6_IE,Best movie of the year,0,0,1,best movie year
26104,xKXxJcf6_IE,"This is gonna be a great movie! \n\n\nAnyway, how's your sex life?",0,0,1,gonna great movie \n\n\nanyway hows sex life
26111,xKXxJcf6_IE,Does Tommy knows that he's horrible?,0,0,-1,tommy knows hes horrible
26140,xKXxJcf6_IE,The Like to Dislike ratio for this video is one of the best I've ever seen.,0,0,1,like dislike ratio video one best ive ever seen
26143,xKXxJcf6_IE,This is awesome,0,0,1,awesome
26179,qZVm-2nM0sA,Best song ever,4,0,1,best song ever
26193,qZVm-2nM0sA,amazing!!!,1,0,1,amazing
26218,qZVm-2nM0sA,great!,2,0,1,great
26227,qZVm-2nM0sA,Just Amazing !!!\nGreat job James,1,0,1,amazing \ngreat job james
26263,qZVm-2nM0sA,Yet another great song from Rudimental. Can't wait to see them again!! <3,0,0,1,yet another great song rudimental cant wait see 3
26377,eRDxDEhEgNY,he's going to start a trend now retired nfl players are going to join freaking awesome instead of the ol guys,0,0,1,hes going start trend retired nfl players going join freaking awesome instead ol guys
26461,eRDxDEhEgNY,OMG...he's Stephen FUCKING Hawkings !!!!   (sarcasm: off),0,0,-1,omghes stephen fucking hawkings sarcasm
26465,eRDxDEhEgNY,tony did awesome. 😄,0,0,1,tony awesome
26474,Rew50oYjRqA,"Love your videos, Casey!!!!!!!!!",0,0,1,love videos casey
26476,Rew50oYjRqA,BABE YOUR SKIN LOOK FLAWLESS,0,0,1,babe skin look flawless
26481,Rew50oYjRqA,"Girl, yes. FLAWLESS. 💋😍🙌🏻🔥💃🏻",0,0,1,girl yes flawless
26504,Rew50oYjRqA,Thank you I just found my fall go to look. Your the best!!!,0,0,1,thank found fall go look best
26619,GpAuCG6iUcA,"Please let this die, you can tell the actors are miserable.",0,0,-1,please let die tell actors miserable
26653,GpAuCG6iUcA,can't wait :'(,0,0,-1,cant wait
26728,iXexmZm3_j8,Andrew: HOLY SH*T THAT'S AMAZING\nSteven: Whooooooo- That's the best oyster I've ever had!\nAdam: *nods*,0,0,1,andrew holy sht thats amazing\nsteven whooooooo thats best oyster ive ever had\nadam nods
26735,iXexmZm3_j8,You guys should come to Florida and do food that's made with Gator meat. Which is delicious!,0,0,1,guys come florida food thats made gator meat delicious
26737,iXexmZm3_j8,So jealous that they get to eat all this delicious food from all over the world!,0,0,1,jealous get eat delicious food world
26798,3yoGE3v4A8w,Girl! You're trending #25\nAlso that Estee Lauder foundation looks great!.,0,0,1,girl youre trending 25\nalso estee lauder foundation looks great
26805,3yoGE3v4A8w,One of the best shade matches ever!!,0,0,1,one best shade matches ever
26816,3yoGE3v4A8w,Yes on Trending!!!!! That's great Taylor! 💗💗,0,0,1,yes trending thats great taylor
26832,3yoGE3v4A8w,So happy you're trending!! 💕,0,0,1,happy youre trending
26896,YQYslaA1Lus,the greatest album ever,0,0,1,greatest album ever
26909,YQYslaA1Lus,You know you're a legend when your arguably worst album is a calssic !,0,0,-1,know youre legend arguably worst album calssic
26921,YQYslaA1Lus,"Flashing lights, can't tell me nothing, Stronger best songs on the album",1,0,1,flashing lights cant tell nothing stronger best songs album
26930,YQYslaA1Lus,Graduation is like 2-3 but MBDTF is just the best album of all time 🤙🏾,0,0,1,graduation like 23 mbdtf best album time
26945,YQYslaA1Lus,Can we pls get cruel winter already,0,0,-1,pls get cruel winter already
26946,YQYslaA1Lus,Imo the greatest rapper ever,0,0,1,imo greatest rapper ever
26950,YQYslaA1Lus,This is awesome,0,0,1,awesome
26955,YQYslaA1Lus,Man that album was awesome,0,0,1,man album awesome
27094,c7ymY8QEB2g,THIS IS THE BEST,0,0,1,best
27111,c7ymY8QEB2g,"You make me feel so happy,you inspire me,and if you ever doubt yourself don't you are perfect in every way and if you see a flaw all I see is flawlessness",0,0,1,make feel happyyou inspire meand ever doubt dont perfect every way see flaw see flawlessness
27127,c7ymY8QEB2g,How can someone call kirstie a slut when she's that flawless (yes I know it's for the video),1,0,1,someone call kirstie slut shes flawless yes know video
27152,c7ymY8QEB2g,Slay so amazing!!!!!,0,0,1,slay amazing
27206,tteLMfFDCb4,"You lost because Democrats were disgusted by you, that's why thousands didn't vote.",0,0,-1,lost democrats disgusted thats thousands didnt vote
27262,tteLMfFDCb4,"Her book should be titled, Damn I can't even beat him?     I wish she would just fade into the background already. How miserable 😭 must life be to want to read this book.",0,0,-1,book titled damn cant even beat wish would fade background already miserable must life want read book
27265,tteLMfFDCb4,The like to dislike ratio to this video is just hysterical.,1,0,-1,like dislike ratio video hysterical
27274,-JmNKGfFj7w,Something very devastating is in the works,0,0,-1,something devastating works
27290,-JmNKGfFj7w,On the good foot! HYAHHK!,0,0,1,good foot hyahhk
27295,-JmNKGfFj7w,"...and yeah, I don't care. So awesome!",0,0,1,yeah dont care awesome
27306,-JmNKGfFj7w,"ON THE GOOD FOOT, HA!!!",0,0,1,good foot ha
27364,-JmNKGfFj7w,LOLOLOL! He's awesome!,0,0,1,lololol hes awesome
27490,IMG0u0_cKNc,Well Americans call it .......... The Perfect Storm,0,0,1,well americans call perfect storm
27501,IMG0u0_cKNc,Wish Irma and one more will kill Donald Trump !!!!,0,0,1,wish irma one kill donald trump
27516,IMG0u0_cKNc,"Reminds me of that movie, 'A Perfect Storm.'",0,0,1,reminds movie perfect storm
27521,IMG0u0_cKNc,It's the perfect storm...,0,0,1,perfect storm
27608,aZkqHx5uri4,She is so beautiful!!,0,0,1,beautiful
27616,aZkqHx5uri4,He has a great voice !!!!,0,0,1,great voice
27631,aZkqHx5uri4,shes a perfect mix of Rihanna and Janelle Monáe,0,0,1,shes perfect mix rihanna janelle mone
27632,aZkqHx5uri4,HES SOOOOOO PERFECT 😻😻,0,0,1,hes soooooo perfect
27653,aZkqHx5uri4,her voice is very attractive btw,0,0,1,voice attractive btw
27840,JsTptu56GM8,Whoever did your makeup did a terrible job.,0,0,-1,whoever makeup terrible job
27845,JsTptu56GM8,0:54 I see what you did there :D,0,0,1,054 see
27904,JsTptu56GM8,great video!  I have been wondering this for quite a while (but been too lasy to look it up ...),0,0,1,great video wondering quite lasy look
27934,1Sm8A-u1vIA,"The ripping of the evil Qur’aan and If I am no longer here, here is my advice\nhttps://youtu.be/szZTiavY-6A\nLike and RT",1,0,-1,ripping evil quraan longer advice\nhttpsyoutubeszztiavy6a\nlike rt
27964,1Sm8A-u1vIA,Awesome Awesome Awesome Sauce!,0,1,1,awesome awesome awesome sauce
28033,ppGCbh8ggUs,this is the greatest history channel on youtube!,1,0,1,greatest history channel youtube
28093,1nEp6DcHwhs,This was the best integration of a SquareSpace sponsored video ever!!!!!,0,0,1,best integration squarespace sponsored video ever
28121,1nEp6DcHwhs,I love your channel!!!!! 😀😀👍🏻,0,0,1,love channel
28145,1nEp6DcHwhs,Even the sponsers are so awesome,0,0,1,even sponsers awesome
28150,1nEp6DcHwhs,Fucking awesome hehe😂😂,0,0,1,fucking awesome hehe
28158,1nEp6DcHwhs,The Best!,0,0,1,best
28164,1nEp6DcHwhs,Awesome content as always,0,0,1,awesome content always
28179,etn4P80K5WU,very good!!!!,0,0,1,good
28181,etn4P80K5WU,"IT WAS THE BEST SONG IN THE WORLD, IT WAS THE BEST SONG IN THE WUR-HUR-HURLD.",0,0,1,best song world best song wurhurhurld
28187,etn4P80K5WU,"Лучшая! ♥ \nБузова, учись у неё. Как петь надо.",0,0,1,\n
28206,etn4P80K5WU,I think it's just awesome.\nHere a lots awesome design;https://goo.gl/Gg7HNh,0,0,1,think awesome\nhere lots awesome designhttpsgooglgg7hnh
28226,etn4P80K5WU,"The best song in the world, it was the best song in the world",0,0,1,best song world best song world
28235,etn4P80K5WU,ELLIE <3,0,0,1,ellie 3
28254,etn4P80K5WU,Excellent.,0,0,1,excellent
28259,etn4P80K5WU,excellent,0,0,1,excellent
28261,etn4P80K5WU,eu amei muito <3,0,0,1,eu amei muito 3
28300,B_CHjYoqPUU,"Is she into you? If you watch I video like this, probably no.\nWhat's the worst that could happen? Depends on the size of ya town.",0,0,-1,watch video like probably no\nwhats worst could happen depends size ya town
28303,B_CHjYoqPUU,that bar joke was fucking great! xD,0,0,1,bar joke fucking great xd
28358,B_CHjYoqPUU,LOL @2:21 that pat was for the DOG!!!!!,0,0,1,lol 221 pat dog
28367,B_CHjYoqPUU,Delicious bean water,0,0,1,delicious bean water
28369,B_CHjYoqPUU,10/10 best tutorial ever,0,0,1,1010 best tutorial ever
28380,gQvHtXWlXDE,Great song! I like that,0,0,1,great song like
28385,gQvHtXWlXDE,HELLO FROM  TURKEY ( ISTANBUL )   PERFECT SONG  PERFECT VOICE (y),0,0,1,hello turkey istanbul perfect song perfect voice
28417,gQvHtXWlXDE,Best,0,0,1,best
28426,gQvHtXWlXDE,Perfect song 👌,0,0,1,perfect song
28487,DUFBEamEF0Q,Awful show. Larry David is repulsive.,0,0,-1,awful show larry david repulsive
28488,DUFBEamEF0Q,"wow...........he looks really, really old!!!!!!!!!!!!!!!!!!!!!!!!!",0,0,1,wowhe looks really really old
28510,DUFBEamEF0Q,Mankind's greatest creation is Larry David.,1,0,1,mankinds greatest creation larry david
28535,DUFBEamEF0Q,Best show of all time!!!!,0,0,1,best show time
28583,kCKTmL5Hn-M,Boring,0,0,-1,boring
28586,kCKTmL5Hn-M,worst Balducci levitation ever,0,0,-1,worst balducci levitation ever
28587,kCKTmL5Hn-M,Maths trick is superb,0,0,1,maths trick superb
28699,rHfyvSgvgoo,But rosabell has the best tits I have ever seen,0,0,1,rosabell best tits ever seen
28739,rHfyvSgvgoo,It was honestly a breathtaking scene. So well done. Thank you to the actresses and crew,1,0,1,honestly breathtaking scene well done thank actresses crew
28755,rHfyvSgvgoo,Best Revenge,0,0,1,best revenge
28763,rHfyvSgvgoo,Majestic. <3  :D,0,0,1,majestic 3
28782,0Yhaei1S5oQ,CHEE so - a SEE tal - :D,0,0,1,chee see tal
28817,0Yhaei1S5oQ,"3:33 to 3:36 they would jerk around uncontrollably, making terrifying noises, then they would die. I was imagining cats masturbating to death.",0,0,-1,333 336 would jerk around uncontrollably making terrifying noises would die imagining cats masturbating death
28917,N4Jb3gkrGXI,You look so good in that outfit!!,0,0,1,look good outfit
28978,ktl2mLsSq4o,durability test from iphone X pls :D,0,0,1,durability test iphone x pls
29023,ktl2mLsSq4o,Sooo... when are you gonna do a giveaway with that Tissot on your wrist? :D,0,0,1,sooo gonna giveaway tissot wrist
29034,ktl2mLsSq4o,One of the best explained drop tests out there,0,0,1,one best explained drop tests
29041,ktl2mLsSq4o,You should use Xperia xz premium for slow-mo..best of best,0,0,1,use xperia xz premium slowmobest best
29083,OudFElslbh4,The intro is incredible!!!!!!!!,0,0,1,intro incredible
29091,OudFElslbh4,I love the intro!!!!!,0,0,1,love intro
29127,OudFElslbh4,Nice intro gurl!!!,0,0,1,nice intro gurl
29209,gmXuUgB7T3Y,you are gorgeous without (and with) makeup !! <3,0,0,1,gorgeous without makeup 3
29241,gmXuUgB7T3Y,Everlane has great tshirts!,0,0,1,everlane great tshirts
29255,gmXuUgB7T3Y,<3 love you!!!!!,0,0,1,3 love
29391,LpZqwLZP5Vs,"those brave men and women in the towers,pentagon, and flight 93 as well as the passengers on the planes will be remembered. may they rest in peace and Heaven with God.        Let's Roll!",0,0,1,brave men women towerspentagon flight 93 well passengers planes remembered may rest peace heaven god lets roll
29399,LpZqwLZP5Vs,Prayers to everyone who was affected by this terrible event ❤🇺🇸🙏,0,0,-1,prayers everyone affected terrible event
29445,LpZqwLZP5Vs,Dwight is the best person on the office,1,1,1,dwight best person office
29446,LpZqwLZP5Vs,Happy 9/11 everyone!,3,2,1,happy 911 everyone
29464,LpZqwLZP5Vs,9/11 was a terrible day but it did bring all Americans closer together,2,2,-1,911 terrible day bring americans closer together
29472,fCh5TVGaTSg,"she's horrible, stop hiring for looks alone.",83,28,-1,shes horrible stop hiring looks alone
29481,fCh5TVGaTSg,She's awful,12,2,-1,shes awful
29516,fCh5TVGaTSg,Every *9/11* something horrific happens..,0,0,-1,every 911 something horrific happens
29542,u6iVspBWzZU,"@doddleoddle Derealization is talked about in the song Anziety by Logic, if you haven't heard it. Thank you for making this video <3",0,0,1,doddleoddle derealization talked song anziety logic havent heard thank making video 3
29641,-cYk6sbe11c,"Allahou Akbar, God is the greatest, the Wind is a soldier among God soldier",0,0,1,allahou akbar god greatest wind soldier among god soldier
29694,-cYk6sbe11c,Awesome job,0,0,1,awesome job
29711,-cYk6sbe11c,oh my god it's so crazy!!! dios protejenos  de estos tornados .,0,0,-1,oh god crazy dios protejenos de estos tornados
29760,U1bpztJkdzk,Your shirt <3,0,0,1,shirt 3
29778,U1bpztJkdzk,The best guest speaker ever!!,0,0,1,best guest speaker ever
29829,U1bpztJkdzk,I have a puppy!  Her name is Boo Boo Bear but we call her Boo Boo or Boo Bear!  I would love for her to meet Moose!!!! She is a lab and a boxer mix!!!  😍😍😍😘😘😘😉😉😉😉❤❤❤😁😀,0,0,1,puppy name boo boo bear call boo boo boo bear would love meet moose lab boxer mix
29870,Mq9dxmh6JiE,You are so flawless!! You are my inspiration sister 😛,0,0,1,flawless inspiration sister
29885,Mq9dxmh6JiE,Everything about this brand makes me want to throw all my makeup away and replace it with Fenty. <3,0,0,1,everything brand makes want throw makeup away replace fenty 3
29928,Mq9dxmh6JiE,I thought you said you weren't going to make more you tube videos!!!!! Girl baiii another lie!!!!!!! Busted the house!!!!,0,0,1,thought said werent going make tube videos girl baiii another lie busted house
29929,Mq9dxmh6JiE,Please!!! Do my freakin makeup!!! You have an amazing eye!!!,0,0,1,please freakin makeup amazing eye
29945,7Gw-lN270qs,Oil free????!!!!! I'm in,1,0,1,oil free im
29952,7Gw-lN270qs,Please do more of these reviews!!!! It's giving me life <3,4,1,1,please reviews giving life 3
29958,7Gw-lN270qs,Awesome video,1,0,1,awesome video
29964,7Gw-lN270qs,I love BEAUTY WITH MI!!!!!!,1,1,1,love beauty mi
29982,lwOQbMcXtfU,perfect opportunity for these metal detector dudes to do their thing without water in the way,0,0,1,perfect opportunity metal detector dudes thing without water way
30015,lwOQbMcXtfU,Perfect time to go treasure hunting,1,0,1,perfect time go treasure hunting
30041,lwOQbMcXtfU,POS EINAI AUTO PROTO STIS TASEIS!!!!!!!!!!! WTF!!!!!!!!!!!!!!!!!!!!!!!!!! GAMO TO YT MOU MESA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! \n(to parakana me ta thaumastika sorry)!!!!!!!!!!!!!!!!!!!!!!,0,0,-1,pos einai auto proto stis taseis wtf gamo yt mou mesa \nto parakana ta thaumastika sorry
30075,_NlKTMvnjIc,"The worst hurricane in history, who supports UP ➡ https://www.youtube.com/watch?v=nvxaPViT1AY",4,11,-1,worst hurricane history supports httpswwwyoutubecomwatchvnvxapvit1ay
30085,_NlKTMvnjIc,"this is all trumps fault, great job merica!!!",0,0,1,trumps fault great job merica
30099,_NlKTMvnjIc,I WISH YOU GUYS ALL THE BEST 😞🇬🇧,0,0,1,wish guys best
30124,_NlKTMvnjIc,Pathetic...,0,0,-1,pathetic
30184,Pp19TkIU_fw,PERU <3,10,0,1,peru 3
30276,C3cwtcomilA,Another great video!,0,0,1,another great video
30278,C3cwtcomilA,Awesome one,2,0,1,awesome one
30361,3x-sUsazQ90,So relaxing lol... Hope all is well after the hurricane!,0,0,1,relaxing lol hope well hurricane
30450,_uLmn_Dba08,Sam and Gunner are the best at these!!!,2,0,1,sam gunner best
30479,_uLmn_Dba08,you are awesome Mattias,0,0,1,awesome mattias
30506,7Lyo5dCig-U,"That would honestly be me, lol!",0,0,1,would honestly lol
30561,7Lyo5dCig-U,WHAT IDIOT!,0,0,-1,idiot
30635,vSDCb3bdFlw,Boring hurricane,7,5,-1,boring hurricane
30639,vSDCb3bdFlw,"Die Motherfuckers Die, you got what you deserve assholes..this is how God punishes evil motherfuckers......greetings from Mexico....",2,5,-1,die motherfuckers die got deserve assholesthis god punishes evil motherfuckersgreetings mexico
30642,BdV0dkx2oik,"and thats my boring video of the day\n\n#42 on trending, grats",4,0,-1,thats boring video day\n\n42 trending grats
30686,BdV0dkx2oik,When your boring video of the get becomes trending,0,0,-1,boring video get becomes trending
30717,BdV0dkx2oik,JALOPNIK is here :D http://jalopnik.com/this-one-little-engineering-detail-is-a-great-reminder-1803758960,0,0,1,jalopnik httpjalopnikcomthisonelittleengineeringdetailisagreatreminder1803758960
30729,BdV0dkx2oik,Mine got stuck yesterday morning and I can't get my fucking keys out !!! Without pulling out the dash!!!! WTF!!! Had to Uber to school!!!!,0,0,-1,mine got stuck yesterday morning cant get fucking keys without pulling dash wtf uber school
30786,PTXykKsrxpY,Best of luck Pulev!,0,0,1,best luck pulev
30889,amds5iNvFD4,Who else knew Rene from Lilly's vlogs :D,0,0,1,else knew rene lillys vlogs
30938,amds5iNvFD4,michelle looks so freaking beautiful!!!,0,0,1,michelle looks freaking beautiful
30942,PHXkhUJWTXM,"Thank you!! As an ASL instructor, I will be sharing this version with my classes so they can truly understand how awful this was.",45,11,-1,thank asl instructor sharing version classes truly understand awful
30967,PHXkhUJWTXM,Oh my goodness ... this is horrible .,1,0,-1,oh goodness horrible
30987,PHXkhUJWTXM,WTF??!! That's not ASL!!!,1,0,-1,wtf thats asl
30991,PHXkhUJWTXM,This is terrible!,1,0,-1,terrible
30993,PHXkhUJWTXM,OMG!! i can't get over it!!! I suspected thank you for confirming!!! OUCH! my heads gonna explode!!!! UGH!!! THIS IS EVIL!,1,0,-1,omg cant get suspected thank confirming ouch heads gonna explode ugh evil
30997,PHXkhUJWTXM,"No, he wasn't trying. You can tell he wasn't trying. Stop making excuses for someone who just couldn't do the job. No one could make him do anything. This is just awful.",1,1,-1,wasnt trying tell wasnt trying stop making excuses someone couldnt job one could make anything awful
31156,wGQtrwey-TI,your food vlogs are the best!,0,0,1,food vlogs best
31186,wGQtrwey-TI,Visit Malaysia some day.. Food is awesome here too 😊,0,0,1,visit malaysia day food awesome
31216,wGQtrwey-TI,Your videos are always trending looks so damn delicious.,0,0,1,videos always trending looks damn delicious
31229,_GC5AVsf528,"eu amo essa banda cara, melhor descoberta de 2017 <3",0,0,1,eu amo essa banda cara melhor descoberta de 2017 3
31247,_GC5AVsf528,"I'm out from school and I wake up to this beautiful piece of art, hell yes!!",0,0,1,im school wake beautiful piece art hell yes
31251,_GC5AVsf528,this music gives me life tbh <3,0,0,1,music gives life tbh 3
31255,_GC5AVsf528,his voice is incredibe <3,0,0,1,voice incredibe 3
31259,_GC5AVsf528,I just show some of NBT videos and songs to my grandma and all she told me was: He sounds like an angel. <3,0,0,1,show nbt videos songs grandma told sounds like angel 3
31314,_GC5AVsf528,"So beautiful, thank you!",0,0,1,beautiful thank
31355,7nh2Ra-5kY8,so proud of her!,0,0,1,proud
31398,7nh2Ra-5kY8,That was beautiful sportsmanship! Congrats.,0,0,1,beautiful sportsmanship congrats
31405,7nh2Ra-5kY8,Beautiful Sista!,1,0,1,beautiful sista
31473,J_e77K4n6Ts,Looks delicious.,0,0,1,looks delicious
31539,AHrCI9eSJGQ,Amazing!!! \nCan you share the shutter speed and interval?,0,0,1,amazing \ncan share shutter speed interval
31546,AHrCI9eSJGQ,This is an awesome video!!!!,0,0,1,awesome video
31547,AHrCI9eSJGQ,I just had to comment. This is great and had me spellbound. Greeting from Singapore!,0,0,1,comment great spellbound greeting singapore
31556,AHrCI9eSJGQ,What great color variety and vibrance !,0,0,1,great color variety vibrance
31557,AHrCI9eSJGQ,Outstanding!! The Beauty of the sky is unparalleled!!  Do you enhance the images in any way?,0,0,1,outstanding beauty sky unparalleled enhance images way
31565,AHrCI9eSJGQ,"Great video, so relaxing to watch! I appreciate the information you provide during the video,but could you do one without additional text at the bottom? \nWould see this playing as a loop on a screen! 👍",0,0,1,great video relaxing watch appreciate information provide videobut could one without additional text bottom \nwould see playing loop screen
31569,AHrCI9eSJGQ,Thank you for taking the time to shoot and post this. So awesome. I could watch over and over!!!,0,0,1,thank taking time shoot post awesome could watch
31599,AHrCI9eSJGQ,"Amazing!!!wonderful, no words fot a video which I loved!!!",1,0,1,amazingwonderful words fot video loved
31612,AHrCI9eSJGQ,Awesome!!,0,0,1,awesome
31613,AHrCI9eSJGQ,Sooo beautiful!!! Nice work!!!,0,0,1,sooo beautiful nice work
31641,jehAZhrI7oA,welcome to the loser club motherfucker!,0,0,1,welcome loser club motherfucker
31668,jehAZhrI7oA,"Pinhead  from hellraiser, that will be my worst nigthmare.",0,0,-1,pinhead hellraiser worst nigthmare
31727,qPDZZj6By3Y,One of the best footages of 2017,0,0,1,one best footages 2017
31739,qPDZZj6By3Y,"Evil exists in nature, who creatures nature is god, so god is evil",0,0,-1,evil exists nature creatures nature god god evil
31747,qPDZZj6By3Y,What a happy ending!,0,0,1,happy ending
31806,qPDZZj6By3Y,Beautiful!!!,0,0,1,beautiful
31823,0tOUQt5fem0,Just incredible Terry!  You da man!,0,0,1,incredible terry da man
31824,0tOUQt5fem0,Totally Awesome!,0,0,1,totally awesome
31826,0tOUQt5fem0,Beautiful!,0,0,1,beautiful
31852,zJufeAMRHy8,"I was there, it was awesome!!",6,0,1,awesome
31854,zJufeAMRHy8,That sounded beautiful!!!!!,6,0,1,sounded beautiful
31867,zJufeAMRHy8,We were there too it was awesome!! 🙌🏼,4,0,1,awesome
31872,zJufeAMRHy8,This is amazing!!!,3,0,1,amazing
31877,zJufeAMRHy8,I said a while ago I would decide how I felt about Matt when he sung the rainbow connection. Well now he has and I think he's great!,1,0,1,said ago would decide felt matt sung rainbow connection well think hes great
31884,zJufeAMRHy8,I'd like to take Jade to see the Muppet's could be one of those best days ever. I agree with Sailor Moon animégirl21 makes you feel like you want to meet them.,0,0,1,id like take jade see muppets could one best days ever agree sailor moon animgirl21 makes feel like want meet
